grid_id,grid_name,date,year,month,day,doy,evi_mean,evi_std,stable_pixels,stable_land_pixels,total_pixels,stable_land_ratio,soyb_ratio,soyb_name,rice_ratio,rice_name,bean_ratio,bean_name,sugc_ratio,sugc_name,grou_ratio,grou_name,toba_ratio,toba_name,ofib_ratio,ofib_name,cott_ratio,cott_name,vege_ratio,vege_name,cass_ratio,cass_name,sugb_ratio,sugb_name,whea_ratio,whea_name,rape_ratio,rape_name,maiz_ratio,maiz_name,dominant_crop_code,dominant_crop_ratio,dominant_crop_name,crop_count,simpson_index,shannon_index
16,Grid16_小麦主导,2001-06-10,2001,6,10,161,0.13198235294117647,0.046455136299243756,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-06-26,2001,6,26,177,0.5058176470588235,0.10785610913071458,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-07-12,2001,7,12,193,0.6523617647058825,0.08950359839859837,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-07-28,2001,7,28,209,0.6918264705882353,0.1009219130546091,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-08-13,2001,8,13,225,0.7122294117647058,0.1133898079490075,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-08-29,2001,8,29,241,0.6195941176470587,0.15889620352547662,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-09-14,2001,9,14,257,0.5095470588235294,0.07416003059875517,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-09-30,2001,9,30,273,0.448,0.05306423964791887,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-10-16,2001,10,16,289,0.33135882352941176,0.056894598718347594,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
16,Grid16_小麦主导,2001-11-01,2001,11,1,305,0.27336764705882355,0.023849586512487152,34,34,1089,3.1221303948576673,4.070781051407515,大豆,6.914314084904164,稻谷,6.641529165826757,豆类,3.8585740096357157,甘蔗,6.852069949818594,花生,0.0,烤烟,1.825746415574485,麻类,11.22670544950869,棉花,26.43740654147005,蔬菜,4.2015979899336875,薯类,9.3369806934421,甜菜,15.934921236688893,小麦,0.22437832548140296,油菜籽,2.4749950863079486,玉米,vege,26.43740654147005,蔬菜,12,0.13635170427772,2.213533400902472
